V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,default,implementation,commitment,loss_aversion,social_norms,counter1,counter2,default_trial,implementation_trial,commitment_trial,loss_aversion_trial,social_norms_trial,Q3,Q56,Q11,Q12,Q13,Q14,Q15,Q17,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_time_1,p1_time_2,p1_time_3,p1_time_4,Q206,Q207,Q208,Q209,Q210,Q211,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_time_1,p2_time_2,p2_time_3,p2_time_4,Q227,Q228,Q229,Q230,Q231,Q232,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p3_time_1,p3_time_2,p3_time_3,p3_time_4,Q213,Q214,Q215,Q216,Q217,Q218,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_time_1,p4_time_2,p4_time_3,p4_time_4,Q220,Q221,Q222,Q223,Q224,Q225,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p5_time_1,p5_time_2,p5_time_3,p5_time_4,Q70,polparty,posoc,dk1_1,dk1_2,poecon,dk2_1,dk2_2,attitude1,attitude2,attitude3,attitude4,libert_1,libert_2,libert_3,libert_4,libert_5,libert_6,gender,age_1,comments,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2aviPIq8QGvJz1z,Default Response Set,Anonymous,,,71.167.26.205,0,2014-05-17 12:23:16,2014-05-17 12:28:26,1,food stamps,intelligent design,safe sex,control,tax breaks,6,6,3,1,4,2,5,1,1,1,,1,,,,1,5,2,1,5,1,29.437,38.705,39.534,6,1,,,,,1,4,2,4,3,2,3,32.344,43.47699999999999,44.245,6,1,,,,1,,1,5,3,3,3,3,20.577,26.472,27.245,6,1,1,,,,,4,2,4,3,2,3,18.711,24.448999999999998,25.328,6,1,,,1,,,2,2,3,3,3,3,18.957,35.698,37.281,6,1,3,,,1,6,,,1,3,4,5,2,5,2,6,1,2,1,30,,40.529998779297,-74.220596313477,-1,
R_8oIcwWptnbg7D3T,Default Response Set,Anonymous,,,187.212.165.225,0,2014-05-17 12:23:42,2014-05-17 12:29:53,1,safe sex,control,food stamps,tax breaks,intelligent design,6,6,1,5,3,2,4,1,1,1,,,,1,,2,4,1,4,5,4,38.911,78.21400000000001,79.257,14,1,1,,,,,5,1,4,3,2,2,19.394,27.441,28.502,6,1,,1,,,,3,2,3,4,4,3,44.323,56.529999999999994,58.36,8,1,,,1,,,3,3,2,4,4,3,29.91,41.57200000000001,42.574,8,1,,,,,1,4,2,3,4,3,3,17.386,28.5,29.483,7,1,1,4,,,5,,,4,5,5,6,6,5,6,7,5,3,1,36,Good study. ,17.050003051758,-96.716697692871,-1,
R_datVKR8618jiooB,Default Response Set,Anonymous,,,172.242.43.136,0,2014-05-17 12:22:13,2014-05-17 12:30:00,1,tax breaks,food stamps,safe sex,control,intelligent design,6,6,4,5,3,2,1,1,1,1,,,1,,,5,1,3,3,1,5,9.783,21.067,25.842,6,1,,1,,,,3,3,3,3,3,3,4.108,13.921,16.774,6,1,,,,1,,5,1,3,5,1,5,26.57,41.565999999999995,46.639,6,1,1,,,,,3,3,3,5,3,5,27.059,38.760000000000005,44.932,6,1,,,,,1,3,3,3,5,3,5,74.94,99.68799999999999,102.685,6,1,3,4,,,4,,,4,1,7,7,7,4,7,7,7,1,1,31,no,31.88330078125,-84.221496582031,-1,
R_1HOOyoPaRxnmJnf,Default Response Set,Anonymous,,,174.48.17.161,0,2014-05-17 12:10:19,2014-05-17 12:31:18,1,tax breaks,food stamps,safe sex,control,intelligent design,6,6,5,2,4,1,3,1,1,1,,,1,,,4,1,4,1,1,5,181.678,198.53,199.479,6,1,,1,,,,5,1,5,1,1,3,40.759,81.507,83.895,9,1,,,,1,,1,4,3,1,1,4,106.98,154.29800000000003,156.846,6,1,1,,,,,4,2,4,1,1,1,77.975,205.78300000000002,208.976,7,1,,,,,1,1,4,1,5,4,4,203.891,241.437,244.635,7,1,2,2,,,2,,,6,4,6,4,3,5,3,3,1,1,2,32,,26.212005615234,-80.266899108887,-1,
R_aXmnCppnsNIzWlL,Default Response Set,Anonymous,,,107.198.152.225,0,2014-05-17 12:28:18,2014-05-17 12:32:27,1,tax breaks,food stamps,intelligent design,control,safe sex,6,6,3,4,1,5,2,1,1,1,,,1,,,4,2,4,3,3,3,23.65,33.940999999999995,34.95,6,1,,1,,,,2,3,4,3,2,3,25.701,33.643,34.633,6,1,,,,,1,3,3,4,4,2,4,34.463,40.669,41.581,6,1,1,,,,,4,2,4,3,2,3,19.108,25.606000000000005,26.423,6,1,,,,1,,4,2,3,3,3,3,28.148,35.174,36.807,6,1,2,2,,,2,,,5,4,7,1,3,5,4,3,5,5,2,29,,25.853500366211,-80.181098937988,-1,
R_5uLU1w1R2hLDiT3,Default Response Set,Anonymous,,,97.73.64.142,0,2014-05-17 12:21:55,2014-05-17 12:32:37,1,food stamps,control,tax breaks,intelligent design,safe sex,6,6,5,2,1,4,3,1,1,1,,1,,,,3,3,4,4,2,2,56.04,61.983000000000004,62.643,6,1,1,,,,,4,2,5,2,3,3,32.206,41.638000000000005,42.417,7,1,,,1,,,2,4,4,4,3,2,5.922,48.24,48.971,7,1,,,,,1,4,3,5,3,4,4,33.897,50.56100000000001,51.476,7,1,,,,1,,4,3,2,4,4,4,90.353,98.63299999999998,99.412,6,1,3,3,,,4,,,5,4,7,1,5,3,5,6,2,4,1,24,,38,-97,-1,
R_cT6yw2TdEHcYX5j,Default Response Set,Anonymous,,,99.135.100.217,0,2014-05-17 12:25:33,2014-05-17 12:32:59,1,control,food stamps,tax breaks,safe sex,intelligent design,6,6,3,4,5,2,1,1,1,1,1,,,,,2,4,2,5,3,5,37.069,48.331,49.529,6,1,,1,,,,4,2,4,3,2,3,26.936,46.413,47.784,6,1,,,1,,,2,4,3,3,2,2,32.519,45.849999999999994,47.185,6,1,,,,1,,4,2,4,3,3,4,40.7,52.826,53.921,6,1,,,,,1,3,3,4,5,2,4,61.879,75.548,77.761,6,1,2,2,,,5,,,3,3,7,3,5,2,6,5,3,1,2,25,,33.920303344727,-84.61799621582,-1,
R_cSEmck8huq1ZkFf,Default Response Set,Anonymous,,,75.139.99.113,0,2014-05-17 12:28:40,2014-05-17 12:35:34,1,food stamps,tax breaks,control,safe sex,intelligent design,6,6,4,5,2,1,3,1,1,1,,1,,,,3,2,2,3,2,3,35.796,50.034000000000006,50.812,6,1,,,1,,,4,2,4,2,2,2,29.607,38.243,39.197,6,1,1,,,,,3,3,3,4,2,4,38.503,52.44,53.942,6,1,,,,1,,4,3,3,4,2,4,64.877,79.725,81.505,9,1,,,,,1,3,2,3,4,2,4,55.59,65.037,65.758,6,1,3,5,,,5,,,3,3,7,1,5,3,5,5,2,2,1,37,,36.136093139648,-75.737098693848,-1,
R_5uOCiFr3SYWxrrD,Default Response Set,Anonymous,,,69.166.66.26,0,2014-05-17 12:33:03,2014-05-17 12:36:47,1,control,tax breaks,food stamps,safe sex,intelligent design,6,6,2,5,1,4,3,1,1,1,1,,,,,2,4,3,4,3,3,18.524,25.634,26.412,6,1,,,1,,,2,4,3,4,3,3,16.138,21.389999999999997,22.199,6,1,,1,,,,4,2,4,4,2,2,16.165,23.206000000000003,29.69,6,1,,,,1,,4,1,4,3,2,2,21.892,29.055,29.874,7,1,,,,,1,3,3,4,3,3,3,11.699,16.845,17.545,6,1,3,4,,,4,,,5,4,7,5,5,5,5,7,1,1,1,20,None,29.89860534668,-98.721702575684,-1,
R_0BAsmPEmDRAoTUF,Default Response Set,Anonymous,,,70.172.249.181,0,2014-05-17 12:28:10,2014-05-17 12:36:54,1,food stamps,control,tax breaks,intelligent design,safe sex,6,6,2,3,4,5,1,1,1,1,,1,,,,4,2,4,1,1,2,25.547,38.681999999999995,43.847,6,1,1,,,,,5,1,4,2,1,1,50.003,59.842,61.373,6,1,,,1,,,2,4,2,4,4,3,56.986,72.826,74.296,6,1,,,,,1,4,1,5,1,2,1,24.757,36.743,52.484,6,1,,,,1,,1,5,1,5,4,3,62.158,102.92,112.332,13,1,3,2,,,6,,,5,3,7,6,3,7,2,6,5,5,2,26,,30.379302978516,-90.971397399902,-1,
R_0dOpg5jvtGQx7Tf,Default Response Set,Anonymous,,,68.119.96.210,0,2014-05-17 12:35:17,2014-05-17 12:37:18,1,tax breaks,control,food stamps,intelligent design,safe sex,6,6,2,5,1,3,4,1,1,1,,,1,,,4,2,2,4,2,2,2.078,8.598999999999998,9.261,10,1,1,,,,,2,4,2,3,4,3,1.21,9.323,9.659,9,1,,1,,,,3,3,4,2,2,2,13.961,21.058,21.929,6,1,,,,,1,4,2,4,2,2,3,3.255,9.219000000000001,9.891,8,1,,,,1,,3,3,4,2,2,2,1.635,4.312,5.202,6,1,1,6,,,6,,,2,6,5,5,6,3,6,5,3,4,1,22,,36.192001342773,-85.455902099609,-1,
R_3fMMfz7ZYSFhctT,Default Response Set,Anonymous,,,108.16.3.165,0,2014-05-17 12:30:34,2014-05-17 12:37:39,1,control,tax breaks,food stamps,safe sex,intelligent design,6,6,1,3,5,2,4,1,1,1,1,,,,,1,4,1,5,5,4,42.59,55.971,56.447,7,1,,,1,,,4,2,4,4,2,3,87.188,108.23800000000001,108.921,7,1,,1,,,,1,5,2,4,2,4,26.729,40.672999999999995,41.499,9,1,,,,1,,4,2,3,3,2,2,58.635,75.14,75.816,7,1,,,,,1,2,4,2,4,4,4,36.647,48.61300000000001,49.985,8,1,3,2,,,5,,,1,1,6,1,7,1,7,7,1,1,1,28,,40.154495239258,-75.380897521973,-1,
R_bfphfaHi7SFLeER,Default Response Set,Anonymous,,,97.83.53.60,0,2014-05-17 12:32:17,2014-05-17 12:38:51,1,safe sex,control,tax breaks,intelligent design,food stamps,6,6,1,3,5,2,4,1,1,1,,,,1,,4,2,4,3,2,2,2.38,53.357000000000006,54.1,8,1,1,,,,,3,3,3,2,2,2,1.586,34.803999999999995,35.667,8,1,,,1,,,3,3,3,2,2,2,5.394,44.725,45.767,9,1,,,,,1,5,1,4,2,2,3,1.212,89.64800000000002,91.122,9,1,,1,,,,4,2,3,2,2,2,1.283,60.294999999999995,60.932,10,1,3,3,,,3,,,5,4,6,6,4,5,4,5,2,2,1,21,,42.240493774414,-85.484199523926,-1,
R_cLOHT2fY9EaINox,Default Response Set,Anonymous,,,96.254.108.210,0,2014-05-17 12:37:03,2014-05-17 12:40:46,1,tax breaks,control,food stamps,intelligent design,safe sex,6,6,2,4,3,1,5,1,1,1,,,1,,,2,3,3,4,4,3,70.873,74.71400000000001,74.946,7,1,1,,,,,5,3,4,4,3,4,7.039,10.108,10.619,6,1,,1,,,,5,4,3,4,3,4,2.125,14.173000000000002,14.392,9,1,,,,,1,2,4,2,5,3,4,26.745,41.30900000000001,41.62,8,1,,,,1,,5,4,5,2,3,4,6.896,15.667,16.006,10,1,3,4,,,6,,,5,5,4,3,4,3,4,5,5,5,1,20,,28.028793334961,-82.768898010254,-1,
R_8cRpaoJwaj8s2Pj,Default Response Set,Anonymous,,,108.15.84.226,0,2014-05-17 12:35:45,2014-05-17 12:40:51,1,intelligent design,control,food stamps,tax breaks,safe sex,6,6,5,4,3,2,1,1,1,1,,,,,1,2,4,2,4,4,2,17.942,27.998000000000004,28.415,7,1,1,,,,,5,2,4,3,2,5,13.282,23.882,24.804,6,1,,1,,,,5,1,4,5,2,5,19.308,33.171,33.981,7,1,,,1,,,2,4,2,4,4,5,41.384,63.903999999999996,64.594,7,1,,,,1,,1,5,2,4,4,5,36.039,51.559,52.889,6,1,3,5,,,5,,,3,2,6,5,5,3,3,5,2,2,1,21,,39.050994873047,-76.728500366211,-1,
R_3xWz0FTSc7rqjc1,Default Response Set,Anonymous,,,73.52.106.9,0,2014-05-17 12:41:18,2014-05-17 12:44:31,1,food stamps,control,intelligent design,tax breaks,safe sex,6,6,1,3,5,2,4,1,1,1,,1,,,,5,1,3,2,2,3,20.38,30.462,31.516,6,1,1,,,,,4,2,3,2,2,3,3.423,11.106,12.263,9,1,,,,,1,2,4,4,4,4,2,2.854,8.622,9.439,8,1,,,1,,,5,1,4,2,2,3,18.28,35.42,36.293,10,1,,,,1,,4,3,4,4,3,3,2.765,13.167000000000002,14.201,10,1,3,4,1,1,4,,,6,4,6,5,5,5,5,6,4,3,2,22,Nope,40.028396606445,-76.874397277832,-1,
R_5iMiK4aruRS3Lwh,Default Response Set,Anonymous,,,71.83.170.159,0,2014-05-17 12:39:28,2014-05-17 12:44:37,1,tax breaks,food stamps,control,safe sex,intelligent design,6,6,1,3,5,4,2,1,1,1,,,1,,,5,2,4,5,2,3,2.315,77.50399999999999,78.955,7,1,,1,,,,4,2,5,4,2,2,1.234,41.80499999999999,43.886,8,1,1,,,,,4,2,3,4,2,4,1.972,26.511000000000003,27.378,7,1,,,,1,,5,2,4,3,1,2,2.412,26.564,27.188,8,1,,,,,1,2,4,1,4,4,4,2.864,44.964999999999996,46.014,7,1,3,4,,,4,,,7,1,7,1,3,2,3,5,7,4,1,28,,34.171798706055,-118.29150390625,-1,
R_9XroquRUp9mXp4N,Default Response Set,Anonymous,,,74.129.248.68,0,2014-05-17 12:39:11,2014-05-17 12:46:02,1,control,food stamps,intelligent design,tax breaks,safe sex,6,6,2,3,1,5,4,1,1,1,1,,,,,2,4,3,4,3,3,23.624,33.86,34.676,6,1,,1,,,,5,1,4,1,1,1,40.952,50.886,52.46,7,1,,,,,1,4,2,4,3,1,2,51.537,63.288999999999994,64.266,6,1,,,1,,,4,2,5,1,1,1,22.526,29.577,30.491,8,1,,,,1,,2,4,2,5,3,3,136.692,146.357,147.149,8,1,2,1,,,2,,,7,4,7,5,7,6,6,6,1,2,1,24,,38.994094848633,-84.774101257324,-1,
R_9uF1vXPYpWbVyQJ,Default Response Set,Anonymous,,,24.184.53.82,0,2014-05-17 12:39:27,2014-05-17 12:46:57,1,control,food stamps,tax breaks,safe sex,intelligent design,6,6,1,3,5,4,2,1,1,1,1,,,,,2,4,2,5,4,4,32.473,76.96000000000001,79.689,11,1,,1,,,,5,1,4,4,2,4,4.417,71.75199999999998,74.153,15,1,,,1,,,2,4,3,3,2,3,3.535,54.50999999999999,57.521,18,1,,,,1,,5,1,5,2,1,2,3.785,60.27399999999999,61.198,14,1,,,,,1,4,2,4,3,2,3,31.386,52.629999999999995,53.963,6,1,3,1,,,1,,,7,1,7,1,7,1,7,7,2,1,1,31,,41.263900756836,-74.363403320312,-1,
R_8ic1RajMFqK5IZ7,Default Response Set,Anonymous,,,74.83.247.239,0,2014-05-17 12:42:17,2014-05-17 12:48:12,1,safe sex,tax breaks,control,food stamps,intelligent design,6,6,5,1,3,4,2,1,1,1,,,,1,,1,5,2,4,3,3,25.06,36.644,37.582,6,1,,,1,,,3,2,3,3,1,3,44.224,54.94299999999999,56.902,6,1,1,,,,,1,4,3,3,2,2,18.243,27.666999999999998,28.734,6,1,,1,,,,3,2,4,4,2,2,21.956,32.701,33.424,7,1,,,,,1,2,4,3,4,3,3,3.877,42.105999999999995,43.183,8,1,1,5,,,6,,,5,6,6,7,6,5,5,5,3,3,1,48,,39.010894775391,-84.433502197266,-1,
R_3aB7DYqpgxh3TVP,Default Response Set,Anonymous,,,174.65.48.32,0,2014-05-17 12:45:03,2014-05-17 12:49:36,1,control,food stamps,intelligent design,tax breaks,safe sex,6,6,2,4,1,5,3,1,1,1,1,,,,,2,4,2,4,4,2,28.282,39.856,41.34,6,1,,1,,,,4,2,4,2,2,4,20.141,26.627,27.546,6,1,,,,,1,4,2,3,4,3,2,16.183,35.076,36.1,7,1,,,1,,,4,2,4,1,1,4,13.952,24.119,25.497,7,1,,,,1,,2,4,4,4,2,2,19.107,27.395999999999997,29.086,6,1,1,5,,,6,,,3,6,7,7,6,3,6,5,3,3,1,20,,32.755493164062,-117.07009887695,-1,
R_bsjDMx60OH4pbyR,Default Response Set,Anonymous,,,50.124.51.232,0,2014-05-17 12:47:04,2014-05-17 12:52:56,1,control,intelligent design,food stamps,tax breaks,safe sex,6,6,2,1,3,4,5,1,1,1,1,,,,,5,2,5,3,1,3,35.608,47.275,47.895,10,1,,,,,1,5,1,5,1,1,3,17.097,25.908,26.6,6,1,,1,,,,5,2,5,2,2,3,79.532,90.77300000000001,91.509,10,1,,,1,,,5,2,4,3,2,2,14.715,23.053,23.685,7,1,,,,1,,5,2,5,1,1,3,35.026,44.43599999999999,45.073,8,1,1,5,,,5,,,5,5,7,6,5,5,6,7,7,5,1,18,,43.044296264648,-83.519203186035,-1,
R_eEy6WDFlAw5F2DP,Default Response Set,Anonymous,,,184.153.240.35,0,2014-05-17 12:49:47,2014-05-17 12:55:16,1,food stamps,control,tax breaks,safe sex,intelligent design,6,6,5,4,3,1,2,1,1,1,,1,,,,3,3,3,3,3,3,5.852,9.517,15.239,6,1,1,,,,,3,3,3,3,3,3,7.376,10.439000000000002,15.625,6,1,,,1,,,3,3,3,3,3,3,15.49,18.074,19.56,6,1,,,,1,,3,3,3,3,3,3,110.916,114.102,115.321,6,1,,,,,1,3,3,3,3,3,3,2.229,4.639000000000001,18.359,6,1,3,5,,,5,,,2,2,6,4,5,5,6,7,4,1,2,41,,43.030807495117,-75.999702453613,-1,
R_aVJqgAUhegc7upD,Default Response Set,Anonymous,,,107.205.204.139,0,2014-05-17 12:47:56,2014-05-17 12:55:25,1,control,tax breaks,intelligent design,safe sex,food stamps,6,6,1,3,4,2,5,1,1,1,1,,,,,4,2,4,4,2,4,59.991,76.52799999999999,79.257,7,1,,,1,,,5,1,5,1,1,1,34.329,43.439,51.124,6,1,,,,,1,5,1,4,1,1,4,39,48.84000000000001,51.577,7,1,,,,1,,5,1,5,3,1,4,50.202,73.491,74.533,12,1,,1,,,,5,1,5,1,1,1,29.08,38.01,39.655,6,1,2,1,,,2,,,6,1,7,1,2,6,2,5,5,2,2,39,,36.67529296875,-121.61019897461,-1,
R_5uQoDlJ8ybyAtzD,Default Response Set,Anonymous,,,67.166.158.130,0,2014-05-17 12:51:07,2014-05-17 12:55:44,1,control,tax breaks,food stamps,safe sex,intelligent design,6,6,3,1,2,5,4,1,1,1,1,,,,,5,3,4,3,2,4,14.418,21.483999999999998,21.895,11,1,,,1,,,3,3,2,4,5,4,26.561,62.678000000000004,63.58,7,1,,1,,,,5,1,5,1,1,1,23.626,27.67,28.294,8,1,,,,1,,5,1,5,1,1,1,19.742,22.705000000000002,23.344,6,1,,,,,1,1,5,2,5,5,4,0.857,59.37799999999999,59.619,12,1,2,2,,,2,,,6,2,7,1,2,6,1,2,6,5,1,20,,38.482894897461,-121.63980102539,-1,
R_ewY9MPUK1PNwynH,Default Response Set,Anonymous,,,99.196.53.75,0,2014-05-17 12:46:16,2014-05-17 12:56:02,1,food stamps,control,tax breaks,safe sex,intelligent design,6,6,2,4,3,5,1,1,1,1,,1,,,,3,3,4,4,2,4,54.159,77.35900000000001,78.29,8,1,1,,,,,5,1,5,3,1,3,49.579,60.211,62.597,6,1,,,1,,,4,2,4,4,2,4,50.776,60.998999999999995,61.819,6,1,,,,1,,5,1,5,4,1,4,46.914,55.88099999999999,56.796,6,1,,,,,1,4,3,3,5,2,4,69.819,101.299,102.254,7,1,3,7,,,7,,,7,4,7,7,7,2,6,7,1,1,2,25,,33.943206787109,-91.83219909668,-1,
R_6g56O8DMGR7K3Gt,Default Response Set,Anonymous,,,68.32.170.133,0,2014-05-17 12:49:36,2014-05-17 12:56:17,1,food stamps,tax breaks,control,safe sex,intelligent design,6,6,2,4,5,1,3,1,1,1,,1,,,,5,1,4,4,2,3,46.836,59.65199999999999,61.072,17,1,,,1,,,4,2,3,3,3,3,58.044,65.38,68.278,6,1,1,,,,,4,2,5,1,1,1,1.547,69.638,70.27,88,1,,,,1,,5,1,4,4,2,3,37.095,59.96200000000001,60.796,32,1,,,,,1,4,2,4,3,2,3,43.457,54.633,55.413,7,1,2,2,,,2,,,5,1,6,1,1,7,1,1,7,7,1,18,,38.987899780273,-76.545402526855,-1,
R_dcXKbkyCO10ynmR,Default Response Set,Anonymous,,,50.158.135.104,0,2014-05-17 12:54:23,2014-05-17 12:56:48,1,tax breaks,intelligent design,food stamps,safe sex,control,6,6,2,5,1,3,4,1,1,1,,,1,,,4,4,3,3,4,4,1.908,3.729,6.254,6,1,,,,,1,4,3,3,4,3,3,1.292,3.269,3.886,6,1,,1,,,,4,4,4,3,3,4,2.152,4.427,5.62,6,1,,,,1,,4,4,4,3,2,2,1.529,3.888,4.523,6,1,1,,,,,4,4,4,3,3,3,1.26,3.012,68.249,6,1,2,2,,,2,,,7,1,7,2,5,5,4,5,4,4,1,26,,42.010604858398,-87.668601989746,-1,
R_ba88VR4AZle6bbf,Default Response Set,Anonymous,,,142.136.55.203,0,2014-05-17 12:55:06,2014-05-17 12:59:04,1,control,safe sex,food stamps,tax breaks,intelligent design,6,6,5,3,2,4,1,1,1,1,1,,,,,4,2,3,3,3,3,6.197,9.314,9.519,8,1,,,,1,,5,1,5,1,1,5,6.429,11.752000000000002,14.857,6,1,,1,,,,3,3,4,2,2,3,9.107,20.887999999999995,21.504,7,1,,,1,,,3,3,3,4,3,2,58.33,61.875,62.622,8,1,,,,,1,4,2,4,2,2,4,66.401,74.544,75.039,10,1,1,5,,,6,,,5,3,7,5,6,5,3,5,3,3,1,21,,33.754501342773,-117.94639587402,-1,
R_5mUakXcT4Gcq8bX,Default Response Set,Anonymous,,,67.221.136.16,0,2014-05-17 12:49:43,2014-05-17 12:59:13,1,tax breaks,control,food stamps,safe sex,intelligent design,6,6,3,1,4,5,2,1,1,1,,,1,,,2,4,3,4,3,5,88.405,120.27900000000001,121.453,10,1,1,,,,,4,1,5,1,1,2,1.986,87.31800000000001,90.173,10,1,,1,,,,1,5,2,5,4,5,37.489,45.97999999999999,47.126,6,1,,,,1,,3,4,3,4,3,3,52.316,71.195,76.412,9,1,,,,,1,2,4,2,5,4,4,48.752,68.22300000000001,70.625,8,1,1,7,,,7,,,6,4,1,7,7,1,7,7,1,2,1,36,Very thought-provoking study.,32.91569519043,-95.280502319336,-1,
R_cYo935ryWfXXh1X,Default Response Set,Anonymous,,,184.56.27.241,0,2014-05-17 12:55:22,2014-05-17 13:00:07,1,intelligent design,tax breaks,safe sex,control,food stamps,6,6,3,5,4,2,1,1,1,1,,,,,1,3,3,3,4,3,4,38.438,44.733000000000004,45.953,7,1,,,1,,,3,3,3,4,3,4,21.78,25.835,26.524,6,1,,,,1,,4,2,4,4,2,4,33.644,40.419999999999995,40.933,7,1,1,,,,,4,2,4,4,2,4,39.925,53.515,54.09,8,1,,1,,,,4,2,3,4,2,4,25.956,34.88700000000001,38.506,6,1,2,1,,,,,1,6,3,7,1,3,7,5,3,4,4,2,19,"None, thank you.",41.097900390625,-81.425796508789,-1,
R_4ZtZWKJ4vvFrSbr,Default Response Set,Anonymous,,,70.88.216.193,0,2014-05-17 12:40:45,2014-05-17 13:00:38,1,control,food stamps,tax breaks,safe sex,intelligent design,6,6,5,2,1,3,4,1,1,1,1,,,,,4,1,2,4,3,3,653.131,662.115,663.094,6,1,,1,,,,1,5,3,5,3,3,60.665,81.19400000000002,82.145,6,1,,,1,,,1,2,2,5,3,4,101.243,120.67999999999998,124.973,6,1,,,,1,,5,1,2,4,3,3,57.729,69.696,71.013,6,1,,,,,1,5,1,3,4,3,3,43.667,53.410000000000004,54.686,6,1,2,2,,,2,,,7,1,7,6,6,5,3,5,2,4,1,21,,42.40299987793,-71.259002685547,-1,
R_d4NnEgJaId1rw4B,Default Response Set,Anonymous,,,68.194.44.94,0,2014-05-17 12:50:06,2014-05-17 13:00:50,1,intelligent design,food stamps,control,tax breaks,safe sex,6,6,5,3,4,2,1,1,1,1,,,,,1,3,3,2,4,4,3,73.414,91.72899999999998,92.846,7,1,,1,,,,5,1,5,1,1,5,51.496,65.423,66.19,6,1,1,,,,,2,4,3,4,4,3,87.762,105.39100000000002,105.763,8,1,,,1,,,2,4,2,4,4,3,81.986,99.72700000000002,100.551,7,1,,,,1,,4,2,5,3,1,4,72.983,97.31700000000002,98.861,8,1,2,2,,,4,,,7,4,7,4,4,7,2,6,1,1,2,32,None.,40.622497558594,-73.966201782227,-1,
R_bfGJxlnsaFAOoMB,Default Response Set,Anonymous,,,65.112.26.9,0,2014-05-17 12:51:38,2014-05-17 13:00:57,1,control,intelligent design,food stamps,safe sex,tax breaks,6,6,2,5,1,4,3,1,1,1,1,,,,,1,5,1,5,5,5,52.791,61.007000000000005,62.236,6,1,,,,,1,1,5,1,5,5,5,35.025,41.11,42.468,6,1,,1,,,,1,5,1,5,5,5,56.898,75.524,76.942,6,1,,,,1,,1,5,1,5,5,5,61.38,67.851,68.647,6,1,,,1,,,1,5,1,5,5,5,99.711,107.84,108.599,6,1,3,1,,,1,,,7,4,1,1,7,1,7,7,1,1,1,35,no,47.606201171875,-122.33209991455,-1,
R_b47exMgNWmgUIND,Default Response Set,Anonymous,,,76.121.0.244,0,2014-05-17 11:59:38,2014-05-17 13:01:24,1,control,food stamps,tax breaks,intelligent design,safe sex,6,6,1,3,4,5,2,1,1,1,1,,,,,2,3,2,5,4,4,496.849,606.2999999999998,606.821,8,1,,1,,,,3,2,4,3,2,4,65.805,2884.102,2884.791,11,1,,,1,,,3,2,4,4,3,5,21.275,30.81,31.416,6,1,,,,,1,3,2,4,4,2,3,35.232,47.503,47.996,6,1,,,,1,,4,2,4,4,2,5,36.723,54.37799999999999,55.091,10,1,2,1,,,1,,,7,1,7,1,2,5,4,5,3,1,2,32,,47.685394287109,-122.28720092773,-1,
R_7VP45VnBDprkaIR,Default Response Set,Anonymous,,,162.229.192.148,0,2014-05-17 12:56:33,2014-05-17 13:01:26,1,control,food stamps,tax breaks,safe sex,intelligent design,6,6,3,2,4,5,1,1,1,1,1,,,,,2,4,2,4,4,3,20.162,29.782,31.488,7,1,,1,,,,5,1,5,1,1,1,23.506,35.864,37.398,8,1,,,1,,,4,2,5,2,1,1,28.969,44.31600000000001,45.45,12,1,,,,1,,3,3,3,3,3,3,32.072,38.769,39.9,6,1,,,,,1,1,3,2,5,4,3,33.161,48.842,49.627,9,1,2,1,,,1,,,7,1,7,1,2,5,4,4,5,3,2,22,,34.061599731445,-118.08180236816,-1,
R_dd9lqL0oMeN7j7v,Default Response Set,Anonymous,,,74.111.212.130,0,2014-05-17 12:54:51,2014-05-17 13:01:28,1,control,food stamps,tax breaks,intelligent design,safe sex,6,6,1,4,5,2,3,1,1,1,1,,,,,3,3,3,3,3,3,45.913,85.743,86.679,11,1,,1,,,,4,2,4,4,2,4,44.3,57.074,58.701,8,1,,,1,,,2,3,3,3,2,4,15.951,27.323,27.993,10,1,,,,,1,4,3,3,4,3,4,30.143,34.953,35.723,6,1,,,,1,,4,3,4,3,3,4,60.297,66.624,69.171,7,1,1,5,,,5,,,5,5,6,6,5,6,4,5,3,5,1,22,,33.947296142578,-117.72889709473,-1,
R_3yYXABsMfazisrr,Default Response Set,Anonymous,,,71.229.36.139,0,2014-05-17 12:56:58,2014-05-17 13:03:23,1,control,tax breaks,food stamps,intelligent design,safe sex,6,6,1,3,4,2,5,1,1,1,1,,,,,1,5,1,5,5,3,44.666,60.647,65.476,6,1,,,1,,,5,1,5,1,1,1,27.204,36.857,38.327,6,1,,1,,,,5,1,5,1,1,1,21.264,29.387,30.624,6,1,,,,,1,1,5,1,5,1,3,58.761,69.103,70.228,6,1,,,,1,,5,1,5,1,1,1,29.88,36.504,37.819,6,1,2,1,,,1,,,7,2,7,5,5,5,7,7,1,1,2,62,,32.095703125,-81.25309753418,-1,
